CLIENTNUM,Attrition_Flag (Customer turnover),Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,loanProbability,Loan
721158108,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,30,2,4,2346,0,0%,0.27516615566369773,1
789043008,Existing Customer,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,2,4,9919,0,0%,0.5749900306078097,0
713362158,Existing Customer,50,M,3,Unknown,Single,$120K +,Blue,33,1,4,17087,0,0%,0.5760925687575823,0
712623258,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,5505,2517,46%,0.41594203487984605,0
708494583,Existing Customer,49,F,3,Uneducated,Divorced,Less than $40K,Blue,36,1,3,1902,0,0%,0.3692134245860048,0
718394658,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,22,1,1,4254,2464,58%,0.13689573776802388,0
719398158,Existing Customer,51,M,2,Unknown,Unknown,$80K - $120K,Blue,39,1,3,9854,1886,19%,0.6054108277808916,1
711885258,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,31,3,4,7711,988,13%,0.583325474,1
789161358,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,19,1,4,3213,2517,78%,0.20515545311493472,0
787581858,Existing Customer,46,M,2,Unknown,Unknown,$120K +,Blue,37,2,4,3132,1466,47%,0.30490039291622967,0
779198133,Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,33,3,2,9977,2088,21%,0.5488270154517346,1
708314808,Existing Customer,53,F,2,College,Married,Unknown,Blue,41,1,3,5659,1393,25%,0.4884965162926209,1
720508233,Attrited Customer,62,M,0,Unknown,Single,$40K - $60K,Silver,42,4,4,17161,0,0%,0.11063167097789946,0
717134058,Existing Customer,65,F,1,Unknown,Single,Unknown,Blue,36,1,2,5018,1131,23%,0.24578643309550385,0
783366483,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,38,3,3,11474,1063,9%,0.6272877955134494,0
715412583,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,1,4,7925,1445,18%,0.6898853977898971,1
719562108,Existing Customer,28,F,0,Uneducated,Single,Less than $40K,Silver,20,3,3,12793,1650,13%,0.20224599537687138,0
754457883,Existing Customer,49,M,2,Unknown,Single,Less than $40K,Blue,42,2,2,4834,0,0%,0.2938021699872413,1
742552683,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,31,2,5,1438.3,688,48%,0.5156456521232259,0
711455133,Existing Customer,55,M,3,College,Single,$120K +,Blue,36,3,3,12948,1839,14%,0.7128903631640957,0
716387733,Attrited Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,36,4,5,5662,1484,26%,0.3807291059019019,0
772571508,Existing Customer,34,F,2,High School,Single,Less than $40K,Blue,24,1,0,2799,0,0%,0.3432419070367101,0
718815108,Existing Customer,50,M,2,Unknown,Married,$80K - $120K,Blue,38,3,1,6030,1315,22%,0.3992776018813957,1
719266158,Existing Customer,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,3,1,6779,1359,20%,0.3894337364306929,1
720708183,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,1,1,15248,1242,8%,0.29650630519597715,0
767523933,Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,45,1,0,15583,0,0%,0.679793126,1
797466033,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,26,2,3,2576,1754,68%,0.32106854807229146,1
771886233,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Silver,37,3,5,25270,1090,4%,0.41016058040179976,0
712612233,Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3,8717,719,8%,0.4526181268218297,0
716516208,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,2,3,1438.3,0,0%,0.5451518995920307,0
709950858,Existing Customer,45,M,5,College,Single,$80K - $120K,Blue,35,2,1,33755,2301,7%,0.8575502586402217,1
779882508,Existing Customer,53,F,2,Unknown,Single,$40K - $60K,Blue,37,3,4,7282,0,0%,0.3358612035694285,1
717472833,Existing Customer,42,M,4,Unknown,Single,$80K - $120K,Blue,32,3,5,7260,713,10%,0.5521295325224285,1
712665633,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,30,1,4,12952,1864,14%,0.5023284904879559,0
709562358,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,43,1,5,5353,1594,30%,0.3481616853653239,0
715391433,Existing Customer,38,M,0,Graduate,Married,$60K - $80K,Blue,33,4,4,11741,1560,13%,0.5249715675650926,1
708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,3,1,2609,1656,64%,0.46001738716705765,0
720452508,Existing Customer,51,F,1,College,Married,Unknown,Blue,37,3,1,11167,0,0%,0.6279252214838961,1
714566958,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,2,5,20882,1420,7%,0.7791369828289924,0
816084333,Existing Customer,42,M,2,Unknown,Single,$120K +,Gold,37,2,2,34516,1230,4%,0.38459134229471287,1
806179683,Existing Customer,63,F,1,College,Single,$40K - $60K,Blue,56,3,2,3071,2044,67%,0.35020749128331674,0
806244183,Existing Customer,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,1,4,2267,0,0%,0.37212956484969556,0
787999533,Existing Customer,52,M,2,High School,Single,$120K +,Blue,44,2,2,6617,2517,38%,0.31137727062703385,0
718358808,Existing Customer,57,F,2,High School,Divorced,Less than $40K,Blue,50,3,5,3276,0,0%,0.35205338639974304,0
718474683,Existing Customer,36,M,0,High School,Married,$120K +,Blue,24,3,2,10097,2139,21%,0.45711955601248383,1
716908158,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,36,2,1,8260,2517,31%,0.6178861500207316,0
713984208,Existing Customer,52,M,4,Graduate,Married,$40K - $60K,Blue,33,2,1,5776,874,15%,0.5762338967073459,1
713013483,Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,Blue,36,3,3,1438.3,915,64%,0.4457912123117901,1
754599558,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,33,3,1,7207,2002,28%,0.44010925907508436,1
788739633,Attrited Customer,38,M,1,Unknown,Married,$120K +,Blue,16,1,4,2106,238,11%,0.2817964592505494,0
712411908,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,34,2,5,21158,0,0%,0.7667168660267887,0
717538683,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,36,2,2,22906,1132,5%,0.5909566727370423,1
709447908,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,33,3,4,2648,2309,87%,0.47844402,0
816834933,Existing Customer,34,F,4,Graduate,Single,Unknown,Silver,29,2,2,30702,673,2%,0.559757087,1
718963158,Existing Customer,49,M,1,Unknown,Single,$120K +,Blue,40,3,1,34516,0,0%,0.4682268435332769,0
714358008,Existing Customer,53,F,1,College,Divorced,Unknown,Blue,36,1,3,17054,0,0%,0.4618137399445785,1
720758808,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,18,1,5,16317,0,0%,0.6960515165039214,1
708255633,Existing Customer,36,M,1,Graduate,Single,$80K - $120K,Blue,27,2,4,3761,1710,46%,0.24800189025345343,1
716101308,Existing Customer,48,M,3,Unknown,Married,$40K - $60K,Blue,35,3,4,2173,0,0%,0.48105855053913854,0
715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,2,15845,1675,11%,0.2501609522993796,1
715858008,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,3,3,8061,2517,31%,0.22856809928737265,0
806226933,Existing Customer,37,M,2,High School,Unknown,$120K +,Blue,32,1,1,34516,0,0%,0.6158246869085925,1
708361833,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,2,3,19430,0,0%,0.7276523883346407,0
778422933,Existing Customer,42,F,1,Unknown,Single,Unknown,Blue,22,2,2,19127,985,5%,0.38127263986800564,0
708957183,Existing Customer,48,M,0,Unknown,Divorced,$40K - $60K,Blue,36,1,0,2708,2517,93%,0.16324301865604002,0
718000383,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,51,3,4,23566,1147,5%,0.3704387401991386,0
714466458,Existing Customer,49,F,2,High School,Married,Unknown,Blue,35,3,2,2532,2124,84%,0.3745465620377159,0
719608308,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,29,2,3,9829,2517,26%,0.4937756409347459,0
792995808,Existing Customer,57,F,3,Post-Graduate,Single,$40K - $60K,Blue,51,4,5,7226,1689,23%,0.5717643104189652,1
716211258,Existing Customer,59,F,1,College,Unknown,Less than $40K,Blue,49,5,4,4072,0,0%,0.3962738580614915,1
779289033,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,28,1,5,21646,1778,8%,0.5482541184860592,0
719356008,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,3,4,1438.3,0,0%,0.36368920590233783,1
718503108,Existing Customer,40,M,3,Unknown,Married,$120K +,Blue,26,3,1,14046,1994,14%,0.5768166027453309,1
779661033,Existing Customer,49,M,4,Unknown,Married,$60K - $80K,Silver,32,2,3,25620,1107,4%,0.56461117,1
813053733,Attrited Customer,53,M,4,Unknown,Single,$120K +,Blue,48,3,4,34516,278,1%,0.6200680718887208,1
718354683,Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Silver,45,3,3,21358,1225,6%,0.24733271429361978,0
720529308,Attrited Customer,63,M,0,High School,Single,$60K - $80K,Blue,48,3,1,1856,0,0%,0.23669104823429166,1
787578183,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,28,3,2,1438.3,0,0%,0.489774372,0
737952333,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,56,1,5,2586,0,0%,0.17678444905601748,1
779498058,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,21,3,3,3281,1272,39%,0.46379625,0
799707858,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,42,1,2,7115,2000,28%,0.41224595643595013,1
719543208,Existing Customer,38,F,3,Uneducated,Single,Unknown,Blue,36,3,3,13220,848,6%,0.6200281465116286,1
797743233,Existing Customer,45,M,3,Uneducated,Unknown,$60K - $80K,Blue,39,2,3,5996,865,14%,0.3869175813580946,0
710658483,Attrited Customer,47,M,4,Graduate,Unknown,$40K - $60K,Blue,34,3,6,9080,2174,24%,0.47322460173543035,0
715399908,Existing Customer,54,F,2,High School,Single,Unknown,Blue,45,3,5,7563,1465,19%,0.41964152302299706,0
710288883,Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,32,1,5,8749,1654,19%,0.2993477841663036,1
719912808,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,39,3,4,14973,0,0%,0.5527875833261707,1
720247158,Existing Customer,63,M,0,Graduate,Single,Unknown,Blue,36,3,2,7108,600,8%,0.19431931878303568,0
718672233,Existing Customer,48,F,1,Graduate,Single,Unknown,Blue,38,2,2,23007,1239,5%,0.4006826059478149,0
789593058,Existing Customer,46,M,5,College,Married,$60K - $80K,Blue,39,2,3,24248,1020,4%,0.8626289069991911,1
710278458,Attrited Customer,52,M,2,High School,Single,$80K - $120K,Blue,43,3,3,11617,2517,22%,0.5937274343858436,1
714467733,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Silver,36,2,3,30428,1721,6%,0.42170235810642975,1
803026008,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,42,6,2,6805,1448,21%,0.4716459360201246,1
772000533,Existing Customer,59,M,1,Graduate,Married,$60K - $80K,Blue,48,3,2,14257,1113,8%,0.5687017408937145,1
811035483,Attrited Customer,47,M,3,Uneducated,Divorced,$120K +,Silver,42,4,5,34516,0,0%,0.5059349544313921,0
715480983,Existing Customer,55,F,2,College,Single,Less than $40K,Blue,36,2,3,5719,892,16%,0.44729851766008427,0
819997983,Existing Customer,53,M,5,Unknown,Married,$80K - $120K,Blue,48,1,0,9517,1869,20%,0.8124056919820154,1
807593058,Attrited Customer,41,F,3,Unknown,Single,$40K - $60K,Blue,36,2,4,5317,0,0%,0.32959293689628455,0
720437358,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,32,1,2,2526,2303,91%,0.3918923490861476,0
719465733,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,44,3,3,2971,0,0%,0.41397597056364843,1
711978858,Existing Customer,59,M,2,Graduate,Single,Less than $40K,Blue,49,3,2,6834,900,13%,0.34152747406827266,0
814364808,Existing Customer,36,F,2,Uneducated,Married,Unknown,Blue,31,3,1,3002,1002,33%,0.4033116372065406,0
788820933,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,42,2,2,16727,1380,8%,0.5151139909881142,1
713316558,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,29,2,2,4573,0,0%,0.5685191112087017,1
779856483,Existing Customer,38,M,2,Post-Graduate,Single,$80K - $120K,Blue,22,1,2,15410,0,0%,0.7374159248957101,1
717085983,Existing Customer,44,F,2,High School,Single,$40K - $60K,Blue,25,2,3,3299,2517,76%,0.4602319191039607,0
788030208,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Silver,33,2,3,13453,2517,19%,0.2415116579112433,0
709914858,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,36,1,2,6362,1705,27%,0.36340549840309044,0
716111808,Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,49,3,1,2679,2011,75%,0.4410316396483595,1
708618933,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,13,3,2,4369,2049,47%,0.3583925357960765,0
720446508,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,1721,1037,60%,0.3723305898768731,0
756488883,Existing Customer,41,M,2,Uneducated,Single,$80K - $120K,Blue,34,2,2,2196,1619,74%,0.40193526180845085,1
708414033,Existing Customer,50,M,4,Graduate,Married,$40K - $60K,Blue,38,3,3,2845,1153,41%,0.6126957830060339,1
756727233,Existing Customer,49,M,2,High School,Single,$120K +,Blue,42,2,4,21144,1190,6%,0.47998492174310814,0
720379533,Attrited Customer,47,M,3,Unknown,Unknown,$120K +,Blue,36,3,4,3952,0,0%,0.32224105800136593,0
720340383,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,2,2,3518,2035,58%,0.37345688398077326,1
771453033,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,35,1,2,17343,1280,7%,0.7683905039122912,1
708747708,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,1,2,3498,0,0%,0.544256179,0
712460433,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,25,1,3,9121,1426,16%,0.38808617144897806,0
719801508,Existing Customer,36,M,1,Uneducated,Unknown,$120K +,Blue,23,3,3,20230,798,4%,0.4241839717437291,0
720983733,Attrited Customer,44,M,3,Unknown,Single,$60K - $80K,Blue,36,3,3,15422,864,6%,0.614081593,0
713657733,Existing Customer,47,M,4,Unknown,Single,$60K - $80K,Blue,36,3,1,9132,800,9%,0.6142611860932068,1
709955958,Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,33,2,0,8054,1023,13%,0.28855944189302296,1
719099583,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,34,2,3,1640,1444,88%,0.4156034920087647,1
719513733,Existing Customer,48,M,3,Doctorate,Married,$80K - $120K,Blue,41,3,4,8739,0,0%,0.7572112247461728,1
710654808,Attrited Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,36,1,4,1818,0,0%,0.5171083872689757,1
719651358,Existing Customer,46,F,4,Uneducated,Single,Unknown,Blue,33,3,3,24949,1749,7%,0.6361954351057497,1
718917408,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,3,3,3115,1136,37%,0.45966603359442676,0
808753758,Existing Customer,52,M,2,Uneducated,Divorced,$120K +,Blue,47,2,2,29695,1525,5%,0.5701728101601905,1
711699183,Existing Customer,56,M,2,Uneducated,Divorced,$60K - $80K,Blue,50,1,2,7261,1079,15%,0.31060886044630875,1
711196458,Attrited Customer,38,F,1,Unknown,Married,Less than $40K,Blue,20,2,3,1621,580,36%,0.20820817809603342,0
772565883,Existing Customer,41,M,0,High School,Single,$80K - $120K,Blue,31,5,2,33472,2517,8%,0.42998933711375625,0
717203958,Existing Customer,51,M,3,Graduate,Married,$40K - $60K,Blue,36,3,2,11512,988,9%,0.7724596472477135,1
769701258,Existing Customer,26,F,0,Unknown,Unknown,Unknown,Blue,18,3,3,12463,1319,11%,0.30987545048887005,1
714933783,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,37,1,4,8511,0,0%,0.4849780047213941,0
717650133,Existing Customer,41,M,5,Graduate,Single,$60K - $80K,Blue,28,1,4,4821,1426,30%,0.5662522504267458,0
708707808,Existing Customer,57,M,2,Graduate,Unknown,$60K - $80K,Blue,45,1,2,2480,1584,64%,0.3764095837956094,1
717331758,Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,32,3,4,34516,2517,7%,0.8179566220103094,1
801385458,Existing Customer,52,M,1,Uneducated,Married,$120K +,Blue,46,2,4,8596,2019,24%,0.3623896320917119,1
710605458,Existing Customer,49,M,2,High School,Married,$60K - $80K,Blue,39,3,2,7223,1963,27%,0.48265253536404473,1
719570733,Existing Customer,52,M,2,Unknown,Single,$60K - $80K,Blue,39,2,3,1629,978,60%,0.31720834473842596,1
708646233,Existing Customer,44,F,1,Unknown,Divorced,Unknown,Blue,36,2,1,17116,1289,8%,0.39537583317579666,0
766006758,Existing Customer,63,M,1,High School,Married,$60K - $80K,Blue,56,2,4,7216,2321,32%,0.34994999,1
710695083,Existing Customer,44,M,3,College,Single,$60K - $80K,Silver,32,1,3,28397,1421,5%,0.5423593961091132,0
709224033,Attrited Customer,53,M,4,Uneducated,Single,$60K - $80K,Blue,43,3,2,13720,0,0%,0.6635963976208928,1
795991758,Existing Customer,47,F,3,Unknown,Married,$40K - $60K,Blue,41,3,3,7553,660,9%,0.4678106416870151,1
709381383,Existing Customer,49,M,4,Graduate,Married,$60K - $80K,Blue,36,6,2,2952,2517,85%,0.5806397703247651,1
810321933,Existing Customer,35,M,3,High School,Unknown,$80K - $120K,Blue,30,3,3,11229,1054,9%,0.685921247,1
716235783,Existing Customer,45,M,3,College,Married,$40K - $60K,Blue,39,2,4,7109,866,12%,0.5245664317015175,0
758833758,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,38,3,3,1862,845,45%,0.5592621260246683,1
713579733,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,22,3,3,4511,754,17%,0.40204916732723545,0
804649833,Existing Customer,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,29,3,4,2533,1126,45%,0.5900663861802062,0
780971583,Existing Customer,46,M,1,Graduate,Divorced,$120K +,Blue,30,2,2,2016,797,40%,0.29445152133870833,0
804673308,Attrited Customer,49,M,5,Uneducated,Married,$40K - $60K,Blue,44,3,4,3893,0,0%,0.5734855822095952,1
788747358,Existing Customer,50,M,0,High School,Divorced,$40K - $60K,Blue,29,3,2,5530,2034,37%,0.25898306203188937,1
713199558,Existing Customer,57,F,3,Doctorate,Single,Less than $40K,Blue,44,3,2,1737,813,47%,0.5555087287315245,1
713777883,Existing Customer,46,F,0,Graduate,Divorced,Unknown,Blue,36,3,2,6853,1679,25%,0.14436316841315477,0
771081558,Existing Customer,55,M,2,High School,Divorced,$120K +,Blue,42,2,2,34516,1190,3%,0.5695026893752709,0
710229333,Existing Customer,38,M,2,College,Single,$40K - $60K,Blue,20,1,3,11068,1254,11%,0.6237641610406057,0
720406233,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,2,4,5546,1829,33%,0.41504994892443015,1
767784708,Attrited Customer,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,3,4,7277,504,7%,0.36444077858986845,1
712052058,Existing Customer,57,M,3,Graduate,Single,$40K - $60K,Blue,48,3,0,9426,1574,17%,0.40157193,0
715278708,Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,3,1,1594,927,58%,0.3834978350228832,0
827049558,Existing Customer,47,M,2,Graduate,Unknown,$80K - $120K,Blue,43,2,2,2158,1170,54%,0.3214987651217802,0
710248233,Existing Customer,37,M,3,College,Single,$40K - $60K,Blue,28,2,3,3490,1421,41%,0.464231267,0
712146558,Existing Customer,48,F,5,Uneducated,Married,Less than $40K,Blue,30,2,3,2364,1619,69%,0.5393717902399905,0
715179933,Existing Customer,49,F,2,High School,Married,Unknown,Blue,36,2,3,15704,0,0%,0.6930814214536959,1
709215708,Existing Customer,49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,36,2,5,18253,2517,14%,0.682075807,0
710668458,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,3,0,3696,0,0%,0.514691009,1
718828083,Existing Customer,52,M,1,Graduate,Single,$40K - $60K,Blue,43,3,3,8748,2284,26%,0.2729908216922664,0
720781158,Existing Customer,44,F,2,Uneducated,Divorced,$40K - $60K,Blue,27,2,3,5608,1243,22%,0.35377739279125203,1
716938383,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,28,2,3,34516,0,0%,0.7573255225478785,1
709976358,Existing Customer,51,F,1,Unknown,Single,Less than $40K,Blue,42,3,3,3236,0,0%,0.2621400335531444,0
715688958,Existing Customer,45,F,2,Post-Graduate,Single,Less than $40K,Blue,36,1,3,2736,2043,75%,0.41457513039330035,0
721493883,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,35,2,2,5195,0,0%,0.48778070349297487,0
709830783,Existing Customer,47,M,5,Unknown,Single,$120K +,Silver,36,2,2,34516,1686,5%,0.7848970628710759,1
715354983,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,35,3,1,6327,0,0%,0.5040871861069794,1
713532858,Existing Customer,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,1,2,4728,1386,29%,0.5547818119651803,1
721295658,Existing Customer,62,M,1,Unknown,Single,$80K - $120K,Blue,55,1,4,34516,2517,7%,0.510099164,1
720313083,Existing Customer,32,M,1,Unknown,Single,$120K +,Blue,18,3,2,6276,2289,37%,0.24117280957594336,1
